restaurant,144
drinking_water,94
cafe,89
bench,67
bar,59
bank,44
fuel,41
fast_food,39
post_box,37
pharmacy,35
telephone,30
pub,29
parking,20
bicycle_rental,20
bicycle_parking,19
parking_entrance,15
ice_cream,14
clock,12
vending_machine,12
school,9
waste_basket,8
toilets,8
taxi,8
recycling,7
nightclub,7
post_office,6
theatre,5
car_wash,5
library,5
dentist,5
atm,4
place_of_worship,3
social_facility,3
veterinary,2
car_sharing,2
car_rental,2
police,2
kindergarten,1
person_weighing,1
parking_space,1
arts_centre,1
embassy,1
college,1
doctors,1
childcare,1
community_centre,1
bicycle_repair_station,1
driving_school,1
